TenureMonths,CustomerAge,MonthlyCharges,TotalCharges,ChargesPerTenure,SupportTickets,ContractType,InternetService,PaymentMethod,OnlineSecurity,TechSupport,PaperlessBilling,Dependents,Churn,ClusterPersona
5,44,80.61,385.29,77.06,1,One year,Fiber optic,Mailed check,No,Yes,Yes,No,1,2
57,32,68.96,3920.43,68.78,2,Month-to-month,DSL,Mailed check,No,No,No,Yes,0,0
35,44,51.59,1879.79,53.71,2,Month-to-month,DSL,Mailed check,No,No,No,No,0,1
29,50,83.97,2409.03,83.07,2,Two year,Fiber optic,Credit card,No,No,No,No,0,2
21,53,77.66,1598.16,76.1,1,Month-to-month,Fiber optic,Bank transfer,No,No,No,No,0,2
9,27,92.01,827.91,91.99,2,Month-to-month,Fiber optic,Credit card,Yes,No,No,No,1,2
12,68,118.78,1509.9,125.82,3,One year,Fiber optic,Bank transfer,No,No,Yes,No,1,2
5,51,99.03,504.01,100.8,2,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,No,0,2
13,41,57.92,729.9,56.15,1,Month-to-month,DSL,Bank transfer,Yes,Yes,No,Yes,0,1
8,55,42.34,359.54,44.94,1,Month-to-month,DSL,Credit card,No,No,Yes,No,1,1
69,70,81.32,5637.02,81.7,1,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,Yes,0,0
43,24,61.4,2661.64,61.9,2,Month-to-month,DSL,Electronic check,No,Yes,No,Yes,1,0
24,39,62.81,1534.95,63.96,0,Month-to-month,DSL,Bank transfer,No,Yes,Yes,No,0,2
10,18,54.81,580.9,58.09,2,One year,DSL,Credit card,Yes,No,No,No,0,1
9,44,23.92,210.81,23.42,1,Two year,No,Mailed check,No,No,No,No,0,1
20,46,51.39,1023.35,51.17,3,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No,0,1
44,41,65.32,2903.36,65.99,1,Two year,DSL,Mailed check,Yes,No,Yes,No,0,0
6,34,58.67,266.45,44.41,1,Month-to-month,DSL,Bank transfer,Yes,No,Yes,No,0,1
35,18,73.93,2496.69,71.33,2,Month-to-month,Fiber optic,Electronic check,No,No,No,No,1,2
13,46,69.27,879.63,67.66,0,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,No,1,2
15,59,75.12,1114.82,74.32,2,One year,Fiber optic,Credit card,Yes,No,Yes,Yes,0,2
24,34,24.22,605.64,25.23,0,Month-to-month,No,Credit card,No,No,No,No,0,1
11,47,100.44,1088.05,98.91,1,One year,Fiber optic,Electronic check,Yes,No,Yes,No,0,2
19,23,40.02,801.41,42.18,2,One year,DSL,Electronic check,No,Yes,Yes,Yes,0,1
10,47,101.76,1022.63,102.26,1,One year,Fiber optic,Mailed check,Yes,Yes,Yes,No,0,2
14,37,26.02,337.03,24.07,0,One year,No,Mailed check,Yes,Yes,Yes,No,0,1
39,32,113.47,4469.57,114.6,2,Two year,Fiber optic,Electronic check,Yes,No,Yes,Yes,1,0
25,32,80.99,2034.38,81.38,0,Month-to-month,Fiber optic,Bank transfer,No,No,No,No,1,2
39,37,70.5,2704.17,69.34,0,Month-to-month,DSL,Mailed check,No,No,Yes,Yes,0,0
13,46,105.48,1398.05,107.54,0,One year,Fiber optic,Credit card,No,Yes,Yes,No,0,2
35,26,96.82,3415.6,97.59,1,One year,Fiber optic,Credit card,Yes,No,Yes,No,1,0
4,37,18.5,29.3,7.33,1,Month-to-month,No,Electronic check,No,No,Yes,Yes,0,1
24,41,81.17,1951.92,81.33,1,Month-to-month,Fiber optic,Credit card,No,No,No,Yes,0,2
36,28,60.79,2209.56,61.38,0,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,Yes,Yes,0,1
4,63,50.67,144.39,36.1,5,Month-to-month,DSL,Mailed check,Yes,No,No,Yes,0,1
13,31,45.96,634.41,48.8,0,Month-to-month,DSL,Mailed check,Yes,No,Yes,No,1,1
24,33,80.42,1905.88,79.41,0,Two year,Fiber optic,Mailed check,No,No,No,No,0,2
46,30,38.47,1739.3,37.81,3,One year,DSL,Electronic check,No,Yes,Yes,Yes,0,1
14,63,66.14,916.08,65.43,3,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,No,1,2
34,48,50.15,1729.57,50.87,3,One year,DSL,Electronic check,Yes,No,Yes,No,0,1
60,30,93.42,5640.28,94.0,1,Two year,Fiber optic,Bank transfer,Yes,No,No,Yes,0,0
35,55,70.29,2518.42,71.95,2,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No,0,2
19,44,87.37,1628.71,85.72,0,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,No,1,2
30,45,50.46,1526.7,50.89,1,One year,DSL,Bank transfer,No,No,No,Yes,0,1
14,37,95.37,1359.03,97.07,1,Two year,Fiber optic,Bank transfer,No,Yes,Yes,No,0,2
24,33,27.4,674.49,28.1,5,Month-to-month,No,Mailed check,Yes,Yes,Yes,No,0,1
20,46,105.29,2071.49,103.57,2,Two year,Fiber optic,Electronic check,No,No,No,Yes,0,2
29,35,47.14,1376.14,47.45,1,Month-to-month,DSL,Credit card,No,Yes,Yes,No,0,1
16,63,55.98,906.97,56.69,3,Month-to-month,DSL,Bank transfer,No,Yes,No,No,0,1
31,26,44.2,1348.22,43.49,2,Month-to-month,DSL,Electronic check,No,No,Yes,Yes,0,1
16,60,61.79,1005.48,62.84,1,Month-to-month,DSL,Mailed check,Yes,No,Yes,No,0,2
42,40,94.41,3972.56,94.58,1,Two year,Fiber optic,Mailed check,No,Yes,Yes,Yes,0,0
17,45,89.69,1477.44,86.91,1,Two year,Fiber optic,Electronic check,No,No,No,No,1,2
2,51,45.39,112.96,56.48,1,Month-to-month,DSL,Bank transfer,No,Yes,No,Yes,1,1
9,34,42.38,385.4,42.82,1,Two year,DSL,Credit card,No,Yes,No,No,0,1
23,52,52.99,1152.55,50.11,0,Two year,DSL,Bank transfer,No,No,Yes,No,0,1
68,18,24.18,1633.69,24.02,1,Month-to-month,No,Electronic check,Yes,Yes,No,No,0,1
41,33,67.47,2770.62,67.58,1,One year,Fiber optic,Credit card,Yes,No,Yes,Yes,0,0
1,30,90.65,90.65,90.65,1,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,No,1,2
5,26,70.31,362.47,72.49,2,One year,Fiber optic,Credit card,Yes,No,No,Yes,0,2
50,39,85.49,4264.59,85.29,2,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No,0,0
36,46,78.5,2861.81,79.49,0,One year,Fiber optic,Mailed check,Yes,No,Yes,Yes,0,0
72,50,67.62,4877.98,67.75,1,Month-to-month,DSL,Bank transfer,No,No,Yes,No,0,0
15,44,76.63,1216.03,81.07,2,Two year,Fiber optic,Electronic check,No,No,No,Yes,1,2
11,34,82.4,855.91,77.81,1,Two year,Fiber optic,Bank transfer,No,No,Yes,No,0,2
24,46,44.18,1071.57,44.65,3,Month-to-month,DSL,Bank transfer,No,Yes,Yes,No,0,1
15,43,61.89,928.99,61.93,1,Month-to-month,DSL,Electronic check,Yes,No,No,No,0,2
47,53,84.3,3976.74,84.61,3,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,No,0,0
15,51,87.36,1356.23,90.42,1,One year,Fiber optic,Mailed check,No,No,Yes,No,0,2
18,42,92.08,1607.2,89.29,0,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,1,2
9,31,19.48,196.61,21.85,1,One year,No,Credit card,No,Yes,No,No,0,1
39,34,59.49,2331.78,59.79,0,Month-to-month,DSL,Credit card,Yes,No,Yes,No,0,1
10,35,49.29,461.02,46.1,0,Month-to-month,DSL,Electronic check,Yes,Yes,No,No,0,1
31,38,55.72,1768.79,57.06,1,Month-to-month,DSL,Mailed check,Yes,No,Yes,No,0,1
72,45,75.67,5450.18,75.7,1,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,No,1,0
3,50,74.09,196.26,65.42,0,Two year,Fiber optic,Bank transfer,No,No,Yes,Yes,0,2
62,41,71.58,4452.7,71.82,0,Two year,Fiber optic,Credit card,No,Yes,Yes,No,0,0
28,42,73.66,2096.04,74.86,1,Month-to-month,DSL,Mailed check,No,Yes,Yes,No,0,2
8,43,83.89,682.2,85.28,1,One year,Fiber optic,Credit card,Yes,No,No,No,0,2
25,35,26.53,648.32,25.93,1,Month-to-month,No,Mailed check,No,Yes,No,No,0,1
39,30,23.21,877.5,22.5,2,One year,No,Mailed check,No,No,No,No,0,1
11,20,21.76,210.84,19.17,0,Month-to-month,No,Credit card,Yes,No,No,No,0,1
32,33,89.69,2897.84,90.56,1,One year,Fiber optic,Mailed check,No,Yes,Yes,No,0,2
65,47,18.5,1235.51,19.01,2,Two year,No,Mailed check,Yes,No,Yes,Yes,0,1
15,33,67.91,1009.84,67.32,2,Month-to-month,DSL,Bank transfer,Yes,Yes,No,Yes,0,2
9,39,47.89,512.71,56.97,0,One year,DSL,Electronic check,No,Yes,No,No,0,1
21,47,62.15,1296.75,61.75,2,Month-to-month,DSL,Electronic check,No,Yes,No,No,0,2
24,48,92.68,2221.76,92.57,0,Month-to-month,Fiber optic,Credit card,No,No,Yes,No,0,2
49,29,24.71,1196.92,24.43,0,Month-to-month,No,Bank transfer,No,Yes,Yes,Yes,0,1
20,53,36.34,722.7,36.13,1,Month-to-month,DSL,Credit card,No,No,Yes,Yes,0,1
16,55,98.69,1577.67,98.6,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No,1,2
9,28,77.79,720.42,80.05,2,Month-to-month,Fiber optic,Mailed check,No,No,Yes,No,1,2
4,32,31.8,120.39,30.1,3,Month-to-month,No,Credit card,No,No,Yes,Yes,0,1
6,56,85.41,533.67,88.94,0,Month-to-month,Fiber optic,Electronic check,No,No,No,No,0,2
6,40,26.1,100.7,16.78,1,One year,No,Electronic check,No,No,Yes,Yes,0,1
18,18,41.04,716.83,39.82,0,Two year,DSL,Mailed check,No,Yes,Yes,Yes,0,1
5,25,40.07,189.13,37.83,0,Month-to-month,DSL,Mailed check,No,No,No,Yes,0,1
22,39,91.76,2009.88,91.36,2,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No,1,2
72,28,106.5,7604.16,105.61,0,Month-to-month,Fiber optic,Credit card,No,No,Yes,No,0,0
50,37,49.72,2517.53,50.35,1,Two year,DSL,Credit card,Yes,Yes,Yes,Yes,0,0
18,42,102.79,1798.76,99.93,0,One year,Fiber optic,Bank transfer,No,Yes,No,Yes,1,2
72,59,73.1,5240.85,72.79,4,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,No,1,0
24,38,86.2,2067.92,86.16,1,Month-to-month,Fiber optic,Credit card,No,Yes,No,No,0,2
27,54,43.13,1236.02,45.78,1,Month-to-month,DSL,Bank transfer,No,No,Yes,Yes,0,1
20,59,69.68,1391.83,69.59,0,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,No,0,2
22,59,88.63,1965.56,89.34,1,Two year,Fiber optic,Electronic check,Yes,No,Yes,Yes,0,2
14,45,60.25,791.59,56.54,1,Two year,DSL,Electronic check,Yes,No,Yes,Yes,1,1
19,18,96.36,1801.67,94.82,1,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,No,1,2
62,47,53.57,3297.22,53.18,0,One year,DSL,Electronic check,No,Yes,No,No,0,0
53,54,54.65,2877.81,54.3,2,Month-to-month,DSL,Mailed check,Yes,No,Yes,No,0,0
2,41,104.74,245.08,122.54,2,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No,0,2
6,62,57.47,325.61,54.27,1,Two year,DSL,Electronic check,No,No,No,No,0,1
11,52,22.15,264.91,24.08,1,One year,No,Mailed check,Yes,No,No,No,0,1
44,48,94.86,4147.03,94.25,1,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,Yes,0,0
54,55,28.49,1528.73,28.31,1,Month-to-month,No,Bank transfer,No,Yes,No,Yes,0,1
38,46,73.56,2711.13,71.35,0,Two year,DSL,Electronic check,Yes,No,Yes,No,0,0
8,18,87.38,696.55,87.07,3,One year,Fiber optic,Credit card,Yes,No,Yes,No,0,2
15,36,53.8,806.48,53.77,0,Month-to-month,DSL,Credit card,No,Yes,No,No,0,1
33,56,74.97,,74.77,1,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,No,1,2
19,32,48.82,996.36,52.44,3,Month-to-month,Fiber optic,Bank transfer,No,No,No,No,0,1
17,39,57.73,979.15,57.6,2,Two year,DSL,Credit card,Yes,No,Yes,No,0,1
17,29,26.02,347.08,20.42,1,One year,No,Electronic check,Yes,Yes,Yes,Yes,0,1
51,63,65.68,3306.96,64.84,2,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,No,0,0
35,62,50.65,1771.26,50.61,1,One year,DSL,Bank transfer,No,No,Yes,No,0,1
18,31,81.03,1455.71,80.87,2,One year,Fiber optic,Bank transfer,No,No,Yes,No,0,2
29,43,89.8,2575.77,88.82,4,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,Yes,0,2
7,33,54.4,345.08,49.3,2,Month-to-month,DSL,Mailed check,Yes,Yes,No,No,1,1
15,49,70.26,1102.36,73.49,1,One year,Fiber optic,Bank transfer,Yes,No,No,No,0,2
47,48,49.32,2352.81,50.06,0,One year,DSL,Bank transfer,No,No,No,Yes,0,1
4,51,86.13,383.92,95.98,0,One year,Fiber optic,Bank transfer,Yes,No,No,Yes,1,2
36,45,109.06,3904.29,108.45,1,Two year,Fiber optic,Electronic check,No,Yes,Yes,Yes,1,0
2,77,96.24,216.99,108.49,2,Month-to-month,Fiber optic,Mailed check,Yes,No,No,No,1,2
69,29,74.52,5051.88,73.22,1,Month-to-month,Fiber optic,Mailed check,No,No,Yes,No,0,0
14,21,71.14,981.43,70.1,0,Two year,DSL,Electronic check,Yes,Yes,Yes,Yes,0,2
31,37,54.07,1657.0,53.45,0,Month-to-month,DSL,Electronic check,No,No,No,No,1,1
25,23,59.52,1479.13,59.17,1,One year,DSL,Electronic check,Yes,No,Yes,No,0,1
26,24,93.64,2438.66,93.79,0,One year,Fiber optic,Mailed check,No,No,No,Yes,0,2
29,29,99.56,2881.11,99.35,1,One year,Fiber optic,Mailed check,No,No,Yes,No,0,2
4,30,26.84,67.9,16.97,0,Month-to-month,No,Electronic check,Yes,No,Yes,No,1,1
26,30,59.89,1531.0,58.88,2,One year,DSL,Credit card,No,Yes,Yes,No,0,1
20,48,95.78,1933.79,96.69,0,Two year,Fiber optic,Bank transfer,No,Yes,Yes,Yes,0,2
14,35,99.2,1401.16,100.08,2,One year,Fiber optic,Bank transfer,No,No,No,Yes,0,2
11,39,108.48,1249.07,113.55,0,Month-to-month,Fiber optic,Electronic check,No,Yes,No,Yes,1,2
27,52,27.83,762.28,28.23,2,Month-to-month,No,Bank transfer,No,No,Yes,No,0,1
9,32,49.88,500.98,55.66,0,Month-to-month,DSL,Mailed check,Yes,No,Yes,No,1,1
47,38,56.69,2613.95,55.62,0,Month-to-month,DSL,Credit card,Yes,Yes,Yes,Yes,0,0
32,46,85.65,2761.45,86.3,2,Month-to-month,Fiber optic,Bank transfer,No,No,No,No,0,2
28,18,62.41,1773.91,63.35,1,Two year,DSL,Bank transfer,No,No,Yes,No,0,1
45,18,50.94,2309.37,51.32,1,Two year,DSL,Credit card,Yes,Yes,No,No,0,1
3,46,50.8,110.38,36.79,1,One year,DSL,Electronic check,No,No,No,Yes,1,1
7,47,65.28,468.04,66.86,2,One year,DSL,Electronic check,Yes,No,No,No,1,2
33,66,100.98,3319.81,100.6,1,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,No,0,0
12,43,65.47,805.92,67.16,1,Two year,DSL,Electronic check,No,No,No,No,0,2
13,51,56.71,734.19,56.48,2,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No,0,1
6,39,110.42,642.59,107.1,3,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,Yes,1,2
9,45,79.7,797.15,88.57,2,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No,1,2
48,62,23.89,1120.48,23.34,4,Two year,No,Bank transfer,No,No,Yes,No,0,1
33,18,42.67,1417.94,42.97,1,Two year,DSL,Credit card,No,Yes,No,No,0,1
26,46,29.3,781.02,30.04,0,Month-to-month,No,Electronic check,Yes,Yes,No,Yes,0,1
14,67,87.28,1211.68,86.55,1,Two year,Fiber optic,Electronic check,No,No,No,Yes,0,2
25,45,88.96,2263.94,90.56,2,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No,1,2
50,61,90.52,4556.15,91.12,1,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,No,1,0
12,34,93.85,1067.12,88.93,0,Two year,Fiber optic,Electronic check,No,No,Yes,No,0,2
22,41,18.5,428.66,19.48,2,Two year,No,Electronic check,No,Yes,No,No,0,1
72,42,26.08,1939.71,26.94,0,One year,No,Mailed check,Yes,No,Yes,No,0,1
38,18,46.78,1751.1,46.08,0,One year,DSL,Electronic check,No,Yes,Yes,No,0,1
14,27,48.51,630.97,45.07,0,Two year,DSL,Bank transfer,No,No,Yes,No,0,1
36,28,109.22,3921.42,108.93,0,Two year,Fiber optic,Credit card,Yes,No,No,No,0,0
4,51,27.61,109.33,27.33,1,Two year,No,Bank transfer,No,No,Yes,No,0,1
22,52,57.62,1268.69,57.67,0,One year,DSL,Mailed check,Yes,No,Yes,No,0,1
36,45,73.61,2686.63,74.63,0,Two year,Fiber optic,Electronic check,Yes,No,Yes,No,0,0
30,51,81.7,2426.82,80.89,2,Two year,Fiber optic,Bank transfer,No,No,No,Yes,0,2
36,40,92.67,3354.59,93.18,0,Month-to-month,Fiber optic,Mailed check,No,No,No,No,1,0
41,56,94.13,3886.34,94.79,2,Two year,Fiber optic,Electronic check,No,No,Yes,Yes,0,0
32,42,103.82,3325.76,103.93,2,Month-to-month,Fiber optic,Credit card,No,No,Yes,No,1,0
31,42,23.85,717.44,23.14,2,Month-to-month,No,Electronic check,No,No,No,No,0,1
27,38,91.1,2419.32,89.6,1,One year,Fiber optic,Electronic check,No,Yes,No,No,0,2
8,50,96.62,719.2,89.9,4,Month-to-month,Fiber optic,Credit card,No,No,No,No,0,2
48,36,40.43,1889.13,39.36,1,One year,DSL,Credit card,No,No,No,No,0,1
22,53,54.16,1135.27,51.6,1,Two year,Fiber optic,Electronic check,No,No,No,No,0,1
37,28,66.59,2517.05,68.03,1,Month-to-month,DSL,Mailed check,Yes,Yes,Yes,Yes,0,0
44,28,44.93,1970.57,44.79,0,Month-to-month,DSL,Bank transfer,No,Yes,Yes,No,0,1
15,50,76.63,1220.88,81.39,1,Two year,Fiber optic,Bank transfer,No,Yes,No,No,0,2
16,40,71.39,1155.17,72.2,0,Month-to-month,Fiber optic,Electronic check,No,No,No,No,1,2
18,36,95.89,1672.33,92.91,1,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,No,0,2
54,52,61.5,3314.18,61.37,1,Month-to-month,DSL,Credit card,Yes,No,No,No,0,0
10,34,91.23,934.18,93.42,0,One year,Fiber optic,Electronic check,No,Yes,No,No,0,2
60,39,78.95,4747.99,79.13,2,One year,Fiber optic,Credit card,Yes,Yes,No,No,0,0
27,58,69.59,1863.78,69.03,2,Two year,Fiber optic,Credit card,Yes,No,Yes,No,0,2
28,60,50.13,1434.62,51.24,1,Month-to-month,DSL,Electronic check,No,No,Yes,No,0,1
43,60,125.0,5338.15,124.14,1,Two year,Fiber optic,Bank transfer,No,Yes,No,Yes,0,0
24,38,65.32,1573.61,65.57,0,One year,Fiber optic,Electronic check,No,No,Yes,No,1,2
48,56,61.0,2955.63,61.58,2,Month-to-month,DSL,Bank transfer,Yes,Yes,Yes,Yes,0,0
15,30,47.01,691.98,46.13,0,One year,DSL,Bank transfer,No,Yes,No,No,0,1
59,31,92.44,5471.22,92.73,3,One year,Fiber optic,Electronic check,No,No,No,Yes,0,0
16,18,87.16,1390.06,86.88,1,One year,Fiber optic,Bank transfer,Yes,No,Yes,No,0,2
60,62,118.73,7130.83,118.85,2,Month-to-month,Fiber optic,Credit card,Yes,No,No,No,0,0
16,31,76.77,1242.82,77.68,0,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,No,0,2
18,40,79.58,1421.98,79.0,0,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No,1,2
9,31,89.07,850.1,94.46,1,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No,1,2
12,50,50.3,612.44,51.04,1,One year,DSL,Bank transfer,No,Yes,No,No,0,1
22,37,58.11,1297.79,58.99,0,Month-to-month,DSL,Credit card,No,Yes,Yes,No,0,1
27,26,94.88,2601.5,96.35,1,One year,Fiber optic,Credit card,No,No,Yes,No,0,2
46,47,63.28,2931.47,63.73,1,Month-to-month,DSL,Mailed check,No,Yes,Yes,No,1,0
19,24,27.33,485.91,25.57,0,Month-to-month,No,Mailed check,No,Yes,No,No,0,1
30,31,95.17,2880.46,96.02,3,One year,Fiber optic,Electronic check,No,No,No,Yes,1,2
26,18,25.07,660.7,25.41,0,Month-to-month,No,Electronic check,No,Yes,Yes,Yes,0,1
33,24,24.0,767.25,23.25,4,Two year,No,Mailed check,No,Yes,Yes,Yes,0,1
13,44,84.95,1144.24,88.02,2,Month-to-month,Fiber optic,Mailed check,Yes,Yes,Yes,No,1,2
14,18,74.24,1003.38,71.67,1,Month-to-month,Fiber optic,Mailed check,Yes,Yes,No,No,0,2
13,24,52.33,661.0,50.85,0,Two year,DSL,Credit card,No,No,No,No,0,1
52,41,47.16,2437.55,46.88,4,One year,DSL,Bank transfer,Yes,No,Yes,No,0,1
59,35,82.48,4821.96,81.73,1,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,No,0,0
14,65,45.15,631.53,45.11,1,Month-to-month,DSL,Electronic check,No,Yes,Yes,No,0,1
14,64,21.65,279.85,19.99,1,One year,No,Credit card,Yes,No,Yes,No,0,1
36,31,94.07,3394.45,94.29,0,Two year,Fiber optic,Bank transfer,No,No,Yes,Yes,0,0
63,48,75.31,4804.72,76.27,0,Two year,Fiber optic,Credit card,No,No,Yes,No,0,0
72,50,63.46,4567.44,63.44,1,Month-to-month,DSL,Mailed check,Yes,No,No,No,0,0
13,34,82.75,1092.61,84.05,2,Two year,Fiber optic,Mailed check,No,Yes,No,Yes,0,2
17,24,66.62,1131.93,66.58,0,Month-to-month,DSL,Mailed check,No,No,Yes,Yes,0,2
28,41,84.71,2360.76,84.31,1,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No,1,2
29,39,55.64,1639.14,56.52,0,Two year,DSL,Bank transfer,Yes,Yes,Yes,No,0,1
20,36,92.69,1820.92,91.05,1,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,No,1,2
11,47,52.07,607.63,55.24,2,Month-to-month,DSL,Electronic check,Yes,Yes,No,No,1,1
22,32,56.9,1224.7,55.67,1,Month-to-month,DSL,Electronic check,Yes,Yes,No,No,0,1
72,28,92.53,6709.36,93.19,1,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,Yes,0,0
15,43,57.01,842.27,56.15,0,One year,DSL,Electronic check,Yes,No,Yes,Yes,0,1
27,46,74.9,1993.48,73.83,1,One year,Fiber optic,Bank transfer,No,Yes,Yes,No,0,2
72,27,40.41,2913.03,40.46,2,Month-to-month,DSL,Bank transfer,Yes,Yes,No,No,0,0
14,53,46.6,597.32,42.67,3,One year,DSL,Electronic check,No,No,Yes,No,0,1
37,20,88.3,3229.61,87.29,4,Two year,Fiber optic,Credit card,No,Yes,Yes,Yes,0,0
72,35,65.44,4727.93,65.67,2,Two year,DSL,Mailed check,No,No,Yes,Yes,0,0
35,38,77.4,2750.27,78.58,1,Month-to-month,Fiber optic,Credit card,No,No,Yes,Yes,0,0
49,34,90.5,4413.85,90.08,4,Two year,Fiber optic,Bank transfer,Yes,No,Yes,No,0,0
41,35,52.0,2176.51,53.09,1,One year,DSL,Credit card,No,No,No,No,0,1
33,64,63.78,2090.28,63.34,0,Month-to-month,DSL,Electronic check,Yes,No,No,Yes,0,2
58,31,51.84,3013.07,51.95,0,Month-to-month,DSL,Electronic check,Yes,No,Yes,Yes,0,0
37,71,103.8,3847.1,103.98,2,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,Yes,1,0
20,47,95.24,1958.44,97.92,0,One year,Fiber optic,Mailed check,No,No,No,No,0,2
26,43,93.51,2462.28,94.7,1,Month-to-month,Fiber optic,Credit card,Yes,Yes,No,No,0,2
30,47,76.89,2299.51,76.65,1,One year,Fiber optic,Mailed check,No,Yes,Yes,Yes,0,2
16,72,55.85,978.78,61.17,2,Month-to-month,DSL,Credit card,No,Yes,No,No,0,1
26,30,98.58,2561.05,98.5,2,Two year,Fiber optic,Electronic check,No,No,No,No,1,2
24,28,89.63,2151.7,89.65,2,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,No,1,2
37,32,68.99,2564.41,69.31,0,Two year,Fiber optic,Credit card,Yes,No,Yes,No,0,0
72,42,26.74,1910.32,26.53,2,Two year,No,Mailed check,No,No,No,No,0,1
28,21,98.58,2808.75,100.31,0,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,No,1,2
65,42,24.26,1573.66,24.21,0,Month-to-month,No,Electronic check,No,No,Yes,Yes,1,1
36,62,45.52,1661.32,46.15,3,Month-to-month,DSL,Credit card,No,No,Yes,No,0,1
26,43,59.22,1443.85,55.53,3,Two year,DSL,Bank transfer,No,No,Yes,No,0,1
16,38,27.36,442.28,27.64,2,One year,DSL,Bank transfer,No,Yes,No,No,0,1
27,34,69.45,1863.37,69.01,2,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No,1,2
25,52,67.08,1679.38,67.18,1,Month-to-month,DSL,Mailed check,No,No,Yes,No,1,2
12,32,59.62,674.93,56.24,4,Month-to-month,DSL,Credit card,No,No,No,No,1,1
14,64,101.03,1408.0,100.57,2,Two year,Fiber optic,Credit card,Yes,Yes,Yes,No,0,2
30,65,66.42,1999.16,66.64,0,One year,DSL,Electronic check,No,No,No,No,0,2
64,45,46.48,2962.06,46.28,1,Two year,DSL,Electronic check,No,No,Yes,No,0,0
22,41,53.99,1208.75,54.94,2,Month-to-month,DSL,Mailed check,No,Yes,Yes,No,1,1
5,54,24.05,122.5,24.5,3,Month-to-month,No,Electronic check,No,Yes,Yes,No,0,1
9,55,45.82,434.68,48.3,2,Two year,DSL,Bank transfer,No,No,No,No,0,1
38,32,89.23,,90.13,1,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No,0,2
6,35,78.55,508.3,84.72,1,Two year,Fiber optic,Electronic check,No,No,Yes,No,1,2
42,26,76.85,3214.36,76.53,0,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,No,1,0
37,46,40.33,1478.39,39.96,0,Month-to-month,DSL,Mailed check,Yes,No,No,No,0,1
21,49,70.32,1532.87,72.99,0,One year,Fiber optic,Bank transfer,Yes,Yes,Yes,No,0,2
12,25,90.71,1056.44,88.04,1,Two year,Fiber optic,Credit card,No,No,Yes,No,1,2
19,36,106.45,2007.8,105.67,3,Two year,Fiber optic,Electronic check,No,No,Yes,Yes,1,2
30,25,46.33,1384.23,46.14,1,Month-to-month,DSL,Bank transfer,No,No,No,No,0,1
7,31,44.84,283.91,40.56,1,Month-to-month,DSL,Electronic check,Yes,No,No,Yes,1,1
60,48,28.32,1702.9,28.38,1,One year,No,Mailed check,Yes,Yes,Yes,Yes,0,1
30,33,89.46,2726.19,90.87,1,One year,Fiber optic,Electronic check,Yes,Yes,Yes,No,0,2
32,38,94.59,2959.8,92.49,0,One year,Fiber optic,Electronic check,No,No,Yes,No,0,2
36,22,96.1,3441.55,95.6,2,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,Yes,0,0
56,44,28.72,1612.42,28.79,1,Two year,No,Electronic check,Yes,No,Yes,No,0,1
27,41,92.14,2542.66,94.17,2,One year,Fiber optic,Credit card,No,No,Yes,No,0,2
